ID,Loss
0,3.506369113922119
500,0.43764957785606384
1000,0.4360775947570801
1500,0.3937990963459015
2000,0.24034439027309418
2500,0.12333058565855026
3000,0.09169229120016098
3500,0.0676281675696373
4000,0.055320244282484055
4500,0.05066455155611038
5000,0.04749208688735962
5500,0.04497675970196724
6000,0.04299863427877426
6500,0.04132916033267975
7000,0.03986230120062828
7500,0.038506098091602325
8000,0.03720477595925331
8500,0.03603508323431015
9000,0.034744083881378174
9500,0.03366389125585556
10000,0.03271111473441124
10500,0.03187534958124161
11000,0.031119607388973236
11500,0.030423924326896667
12000,0.029755039140582085
12500,0.02909749746322632
13000,0.028452355414628983
13500,0.027814313769340515
14000,0.027186600491404533
14500,0.026558127254247665
15000,0.02595188468694687
15500,0.02536862902343273
16000,0.024818304926156998
16500,0.024289969354867935
17000,0.023789867758750916
17500,0.023315593600273132
18000,0.022870458662509918
18500,0.022447802126407623
19000,0.02204659767448902
19500,0.021665532141923904
20000,0.021296866238117218
20500,0.020947307348251343
21000,0.02060738205909729
21500,0.02034245803952217
22000,0.019901413470506668
22500,0.019804535433650017
23000,0.019213959574699402
23500,0.018873102962970734
24000,0.018537726253271103
24500,0.018248165026307106
25000,0.017899438738822937
25500,0.017592653632164
26000,0.01729419268667698
26500,0.017006071284413338
27000,0.01685991697013378
27500,0.01652703993022442
28000,0.01619730517268181
28500,0.01594753935933113
29000,0.015709705650806427
29500,0.01548173651099205
30000,0.015264979563653469
30500,0.01505397167056799
31000,0.014848374761641026
31500,0.01464772503823042
32000,0.01445189118385315
32500,0.014259903691709042
33000,0.014074147678911686
33500,0.01390720997005701
34000,0.013801992870867252
34500,0.013546171598136425
35000,0.01338184718042612
35500,0.013229357078671455
36000,0.013076658360660076
36500,0.012936319224536419
37000,0.012806256301701069
37500,0.012680907733738422
38000,0.012669847346842289
38500,0.012448886409401894
39000,0.012342669069766998
39500,0.012262982316315174
40000,0.012155414558947086
40500,0.012063330970704556
41000,0.011979222297668457
41500,0.01190042495727539
42000,0.011825591325759888
42500,0.011753525584936142
43000,0.01175620499998331
43500,0.013274255208671093
44000,0.011557057499885559
44500,0.011496965773403645
45000,0.01144243124872446
45500,0.011384757235646248
46000,0.01132894679903984
46500,0.0112767294049263
47000,0.011226245202124119
47500,0.011176938191056252
48000,0.011244567111134529
48500,0.011082879267632961
49000,0.011037546209990978
49500,0.010993734002113342
49999,0.010950515978038311
